PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Blue (460 nm) auto fluorescence outcome,Sample Source
224,144203775,16362,Inconclusive,5,,,inconclusive,inconclusive antagonist,2.39145,-28.2381,inconclusive agonist,0.756242,27.8713,inconclusive,,,inactive,BIOMOL
225,144203776,40632,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
226,144203777,6084,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
227,144203778,4927,Inconclusive,5,,,inconclusive,inconclusive agonist,26.8325,141.31,inconclusive antagonist,23.9145,-68.0954,active antagonist,25.8222,-39.0583,inactive,BIOMOL
228,144203779,4932,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
229,144203780,4843,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
230,144203781,4992,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
231,144203782,54676228,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
232,144203783,1676,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
233,144203784,4748,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,4.56046,27.6093,inactive,,0,inactive,"Prestwick Chemical, Inc."
234,144203785,5917,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
235,144203786,5887,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
236,144203787,61100,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
237,144203788,1046,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
238,144203789,4909,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
239,144203790,4848,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
240,144203791,24351,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
241,144203792,9373,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
242,144203793,4781,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
243,144203794,4781,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
244,144203795,6603149,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
245,144203796,4850,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
246,144203797,4913,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
247,144203798,4938,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
248,144203799,5795,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
249,144203800,5702242,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
250,144203801,3001055,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
251,144203802,5074,Inconclusive,5,,,inconclusive,inconclusive antagonist,17.9333,-40.3489,inconclusive agonist,10.6822,41.7337,inactive,,0,inactive,SigmaAldrich
252,144203803,5070,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
253,144203804,5073,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
254,144203805,68712,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
255,144203806,54900,Inconclusive,5,,,inconclusive,inconclusive antagonist,15.9831,-39.5457,inconclusive agonist,1.00846,20.8462,inconclusive,,,inactive,SigmaAldrich
256,144203807,5095,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
257,144203808,445154,Inactive,0,,,inactive,inactive,,0,active agonist,5.74128,32.4151,inactive,,0,inactive,"Prestwick Chemical, Inc."
258,144203809,56959,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
259,144203810,37542,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
260,144203811,5268,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
261,144203812,5253,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
262,144203813,5335,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
263,144203814,131746,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
264,144203815,72124,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Tocris
265,144203816,5233,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
266,144203817,2083,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
267,144203818,8515,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,21.3138,63.717,active agonist,20.5113,116.389,fluorescent,SigmaAldrich
268,144203819,5154,Inconclusive,5,,,inconclusive,inconclusive antagonist,8.48517,-45.5843,inconclusive agonist,9.52052,80.6369,inactive,,0,inactive,"Prestwick Chemical, Inc."
269,144203820,5265,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
270,144203821,1548887,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,26.8325,40.1576,inactive,,0,inactive,"Prestwick Chemical, Inc."
271,144203822,3448,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
272,144203823,656665,Inactive,0,,,inactive,inactive,,0,inactive,,0,active agonist,28.973,27.9378,inactive,BIOMOL
273,144203824,24871267,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Tocris
274,144203825,5387,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
275,144203826,5426,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
276,144203827,5702214,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
277,144203828,1123,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
278,144203829,5454,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,8.01052,24.4209,inactive,Timtec
279,144203830,5505,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,26.8325,135.987,inactive,,0,inconclusive agonist,5.05429,181.019,inactive,BIOMOL
280,144203831,3117,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
281,144203832,5503,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,BIOMOL
282,144203833,5610,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
283,144203834,5546,Inconclusive,30,,,inconclusive agonist (fluorescent),active agonist,19.7391,147.892,inactive,,0,active agonist,21.3138,240.298,fluorescent,SigmaAldrich
284,144203835,5429,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
285,144203836,864,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
286,144203837,62935,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
287,144203838,2052,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,11.9856,24.2281,inactive,,0,inactive,SigmaAldrich
288,144203839,2061,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
289,144203840,1359,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
290,144203841,8695,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
291,144203842,5578,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NIEHS
292,144203843,54840,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
293,144203844,671690,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
294,144203845,5452,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
295,144203846,5405,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,SigmaAldrich
296,144203847,5405,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
297,144203848,5593,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
298,144203849,5639,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
299,144203850,2435,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
300,144203851,2520,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
301,144203852,5665,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
302,144203853,2998,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,6.36298,25.5305,inactive,,0,inactive,SigmaAldrich
303,144203854,5707,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
304,144203855,155774,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
305,144203856,5282386,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
306,144203857,135399235,Inconclusive,5,,,inconclusive,active antagonist,13.9742,-30.1307,active agonist,8.48517,50.1521,inactive,,0,inactive,SigmaAldrich
307,144203858,5723,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
308,144203859,6100,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
309,144203860,31195,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
310,144203861,23663954,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
311,144203862,71399,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
312,144203863,23681233,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
313,144203864,60196260,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
314,144203865,11953895,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
315,144203866,54670067,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
316,144203867,135445761,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
317,144203868,5803,Inconclusive,5,,,inconclusive,inconclusive antagonist,10.2096,-52.7331,inconclusive agonist,9.09931,38.7193,inactive,,0,inactive,"Prestwick Chemical, Inc."
318,144203869,6419941,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
319,144203870,5284486,Active,53,,,active agonist,active agonist,0.0552512,53.8189,inactive,,0,active agonist,0.188658,86.0664,inactive,"Prestwick Chemical, Inc."
320,144203871,5883,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
321,144203872,5892,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
322,144203873,3440,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
323,144203874,4174,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
324,144203875,5905,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
325,144203876,9552079,Inconclusive,5,,,inconclusive,inconclusive antagonist,,90.0241,inconclusive agonist,,,inconclusive,,,inactive,SigmaAldrich
326,144203877,6708701,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
327,144203878,45105092,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
328,144203879,4911,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
329,144203880,5324,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
330,144203881,5995,Active,87,,,active agonist,active agonist,0.00422353,195.94,inactive,,0,active agonist,0.00422353,184.263,inactive,"Prestwick Chemical, Inc."
331,144203882,5342,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
332,144203883,4993,Active,46,,,active agonist,active agonist,5.35378,20.1956,inactive,,0,active agonist,10.6822,40.014,inactive,SigmaAldrich
333,144203884,6009,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
334,144203885,4055,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,26.8325,33.055,active agonist,22.1476,35.1789,inconclusive,Microsource
335,144203886,3278,Inconclusive,5,,,inconclusive,inconclusive antagonist,25.3315,-40.3063,inconclusive agonist,17.9333,27.9633,inactive,,0,inactive,NIEHS
336,144203887,3759,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
337,144203888,938,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
338,144203889,6047,Active,51,,,active agonist,active agonist,2.78822,80.8552,inactive,,0,inconclusive agonist,1.79333,172.897,inactive,BIOMOL
339,144203890,6048,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
340,144203891,60196261,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
341,144203892,1349907,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
342,144203893,2206,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
343,144203894,6093,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
344,144203895,4044,Inconclusive,5,,,inconclusive,inconclusive antagonist,4.01477,-39.6344,active agonist,7.85827,63.1171,inactive,,0,inactive,SigmaAldrich
345,144203896,2148,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
346,144203897,6103,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
347,144203898,4754,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
348,144203899,6114,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
349,144203900,6126,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
350,144203901,6135,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
351,144203902,5333,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NIEHS
352,144203903,2310,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
353,144203904,54682468,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
354,144203905,54686764,Inconclusive,5,,,inconclusive,active antagonist,25.8222,-33.4253,active agonist,23.9145,56.4316,inactive,,0,inactive,"Prestwick Chemical, Inc."
355,144203906,54704426,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,11.4554,27.9468,inactive,,0,inactive,"Prestwick Chemical, Inc."
356,144203907,6166,Active,71,,,active agonist,active agonist,0.0875673,176.425,inactive,,0,active agonist,0.0695572,171.404,inactive,"Prestwick Chemical, Inc."
357,144203908,54676038,Inconclusive,5,,,inconclusive,inconclusive antagonist,2.03708,-25.0371,inconclusive agonist,2.71649,25.2125,inactive,,0,inactive,"Prestwick Chemical, Inc."
358,144203909,5311498,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
359,144203910,6231,Active,60,,,active agonist,active agonist,0.0036225,71.5271,inactive,,0,active agonist,0.00391149,80.0862,inactive,"Prestwick Chemical, Inc."
360,144203911,5215,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
361,144203912,6234,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
362,144203913,3775,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
363,144203914,5340,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NIEHS
364,144203915,5775,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
365,144203916,2315,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
366,144203917,6307,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
367,144203918,6461,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
368,144203919,4994,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
369,144203920,2732,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
370,144203921,3291,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
371,144203922,2955,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
372,144203923,6634,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
373,144203924,5330,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
374,144203925,3828,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
375,144203926,4760,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
376,144203927,6741,Active,58,,,active agonist,active agonist,0.0473888,82.5717,inactive,,0,active agonist,0.0310701,80.6201,inactive,"Prestwick Chemical, Inc."
377,144203928,192197,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
378,144203929,667476,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
379,144203930,6769,Inconclusive,5,,,inconclusive,inconclusive antagonist,9.09931,-27.9004,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
380,144203931,4806,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
381,144203932,3025,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
382,144203933,6839,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
383,144203934,3292,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
384,144203935,4075,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
385,144203936,5280567,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,9.09931,29.2844,fluorescent,"Prestwick Chemical, Inc."
386,144203937,644020,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
387,144203938,2343,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
388,144203939,3293,Inactive,0,,,inactive,inactive,,0,inactive,,0,active agonist,23.9145,29.2712,inconclusive,NIEHS
389,144203940,3516,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
390,144203941,7172,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
391,144203942,2337,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
392,144203943,2482,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
393,144203944,7184,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
394,144203945,3735,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
395,144203946,204,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
396,144203947,7638,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
397,144203948,1983,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
398,144203949,7699,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
399,144203950,15723,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
400,144203951,5315,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
401,144203952,3038,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
402,144203953,5104,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
403,144203954,8478,Inconclusive,5,,,inconclusive,active agonist,27.8822,75.6087,active antagonist,26.8325,-59.7779,active antagonist,23.9145,-51.1066,inactive,SigmaAldrich
