,CID,Activity_Outcome,Activity_Score,Ratio_Potency_(uM),MW,Polar_Area,Complexity,Heavy_Count,HBondDonor,HBondAcc,RotBonds,IsoSMILES
173,4810,Inactive,0,100.0,241.68,71.4,275.0,16,2,4,3,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC
174,5353788,Inactive,0,100.0,242.23,87.0,270.0,17,0,7,4,CCO/C(=N/C1=C[N+](=NO1)N2CCOCC2)/[O-]
175,4201,Inactive,0,100.0,209.25,88.9,329.0,15,3,3,1,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O
176,6420039,Inactive,0,100.0,315.83,38.8,304.0,21,1,4,7,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C.Cl
177,896,Inactive,0,100.0,232.28,54.1,270.0,17,2,2,4,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
178,119442,Inactive,0,100.0,521.1,73.2,639.0,36,1,7,14,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC.Cl
179,4032,Inactive,0,100.0,167.29,12.0,197.0,12,1,1,1,CC1(C2CCC(C2)C1(C)NC)C
180,4054,Inactive,0,100.0,179.3,26.0,240.0,13,1,1,0,CC12CC3CC(C1)(CC(C3)(C2)N)C
181,4011,Inactive,0,100.0,277.4,12.0,339.0,21,1,1,4,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24
182,4507,Inactive,0,100.0,360.4,110.0,661.0,26,1,7,6,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C
183,4497,Inactive,0,100.0,418.4,120.0,736.0,30,1,8,9,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
184,4500,Inactive,0,100.0,271.35,30.5,253.0,20,1,3,7,CNCCC(C1=CC=CC=C1)OC2=CC=CC=C2OC
185,4567,Inactive,0,100.0,299.4,52.5,296.0,22,3,3,7,CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O
186,4418,Inactive,0,100.0,392.5,45.2,483.0,29,1,5,7,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O
187,4495,Inactive,0,100.0,308.31,110.0,450.0,21,1,6,4,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
188,4472,Inactive,0,100.0,298.34,83.1,350.0,22,3,4,7,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2
189,71398,Inactive,0,100.0,302.4,80.9,303.0,22,4,4,5,C[C@H](CC1=CC(=C(C=C1)O)O)[C@@H](C)CC2=CC(=C(C=C2)O)O
190,4474,Inactive,0,100.0,479.5,114.0,856.0,35,1,8,10,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC
191,4485,Inactive,0,100.0,346.3,110.0,608.0,25,1,7,5,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
192,4493,Inactive,0,100.0,317.22,95.2,515.0,22,1,7,1,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C
193,39214,Inactive,0,100.0,272.69,114.0,292.0,18,2,6,4,CC1=NC=C(C(=N1)N)CNC(=O)N(CCCl)N=O
194,4581,Inactive,0,100.0,153.18,66.5,111.0,11,3,3,2,C1=CC(=CC=C1C(CN)O)O
195,4628,Inactive,0,100.0,261.23,76.1,446.0,19,1,6,2,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O
196,4636,Inactive,0,100.0,260.37,44.6,345.0,19,2,2,3,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C
197,4626,Inactive,0,100.0,158.16,83.6,192.0,11,2,3,2,C1C(CN(C1=O)CC(=O)N)O
198,4615,Inactive,0,100.0,426.6,38.8,575.0,32,1,3,7,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5
199,4847,Inactive,0,100.0,393.5,53.0,782.0,29,0,5,5,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F
200,4828,Inactive,0,100.0,248.32,57.3,248.0,18,3,3,6,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
201,4671,Inactive,0,100.0,299.5,49.3,219.0,21,2,2,16,CCCCCCCCCCCCCCCC(=O)NCCO
202,4740,Inactive,0,100.0,278.31,75.5,426.0,20,0,4,5,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
203,40632,Inactive,0,100.0,185.22,20.3,285.0,14,0,1,1,CC1=CN(C(=O)C=C1)C2=CC=CC=C2
204,6084,Inactive,0,100.0,375.8,49.8,407.0,26,1,5,6,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl
205,4932,Inactive,0,100.0,341.4,58.6,368.0,25,2,4,11,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O
206,4843,Inactive,0,100.0,142.16,63.4,167.0,10,1,2,2,C1CC(=O)N(C1)CC(=O)N
207,4992,Inactive,0,100.0,285.4,28.6,277.0,21,0,4,7,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
208,54676228,Inactive,0,100.0,331.3,108.0,611.0,23,2,6,2,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
209,1676,Inactive,0,100.0,194.19,78.1,268.0,14,2,3,2,CCCN1C2=C(C(=O)NC1=O)NC=N2
210,4748,Inactive,0,100.0,404.0,55.2,463.0,27,1,5,6,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
211,5917,Inactive,0,100.0,138.17,43.6,116.0,10,0,3,0,C1CCC2=NN=NN2CC1
212,5887,Inactive,0,100.0,320.9,31.8,285.0,21,1,3,4,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl
213,61100,Inactive,0,100.0,234.28,121.0,159.0,15,4,6,3,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O
214,1046,Inactive,0,100.0,123.11,68.9,115.0,9,1,3,1,C1=CN=C(C=N1)C(=O)N
215,4909,Inactive,0,100.0,218.25,58.2,279.0,16,2,2,2,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
216,4848,Inactive,0,100.0,351.4,68.8,534.0,26,1,5,2,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4
217,24351,Inactive,0,100.0,376.9,48.8,428.0,25,1,4,6,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C.Cl
218,9373,Inactive,0,100.0,195.69,3.2,159.0,13,1,1,3,CN(CC#C)CC1=CC=CC=C1.Cl
219,4781,Inactive,0,100.0,308.4,40.6,389.0,23,0,2,5,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
220,6603149,Inactive,0,100.0,299.8,12.0,296.0,21,2,1,4,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl
221,4850,Inactive,0,100.0,298.34,50.7,356.0,22,0,6,3,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4
222,4913,Inactive,0,100.0,235.33,58.4,221.0,17,2,3,6,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N
223,4938,Inactive,0,100.0,306.36,75.5,454.0,22,0,4,7,CCCN1C=NC2=C1C(=O)N(C(=O)N2C)CCCCC(=O)C
224,5795,Inactive,0,100.0,272.77,55.6,222.0,18,2,4,7,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl
225,5702242,Inactive,0,100.0,329.35,103.0,344.0,24,3,7,3,C1CN(CCN1)C2=NC3=CC=CC=C3C=C2.C(=C\\C(=O)O)\\C(=O)O
226,3001055,Inactive,0,100.0,314.41,112.0,347.0,21,2,7,9,CN/C(=C\\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C
227,5070,Inactive,0,100.0,234.2,76.4,238.0,15,1,7,1,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
228,5073,Inactive,0,100.0,410.5,61.9,731.0,30,0,6,4,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
229,68712,Inactive,0,100.0,180.25,33.6,219.0,13,1,2,4,C1CC1C(C2CC2)NC3=NCCO3
230,5095,Inactive,0,100.0,260.37,32.299,287.0,19,1,2,7,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
231,445154,Inactive,0,100.0,228.24,60.7,246.0,17,3,3,2,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O
232,56959,Inactive,0,100.0,427.5,74.3,531.0,31,2,6,9,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O
233,37542,Inactive,0,100.0,244.2,144.0,304.0,17,4,7,3,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N
234,5268,Inactive,0,100.0,379.5,54.0,557.0,28,1,5,3,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CC4COC5=CC=CC=C5O4
235,5253,Inactive,0,100.0,272.37,86.8,330.0,18,3,5,6,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
236,5335,Inactive,0,100.0,314.4,98.4,451.0,22,2,5,4,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N
237,131746,Inactive,0,100.0,248.15,42.2,180.0,15,2,3,1,C1CN(CCC1N)C2=NC(=CC=C2)Cl.Cl
238,72124,Inactive,0,100.0,284.32,102.0,495.0,21,3,4,4,CC1CC(=O)NN=C1C2=CC=C(C=C2)NC(=NC)NC#N
239,5233,Inactive,0,100.0,514.5,152.0,743.0,36,0,12,15,CC(C)COC(=O)OCN1C(=O)CN(CC1=O)CCN2CC(=O)N(C(=O)C2)COC(=O)OCC(C)C
240,2083,Inactive,0,100.0,239.31,72.7,227.0,17,4,4,5,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
241,8515,Inactive,0,100.0,220.23,45.8,343.0,17,1,2,0,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O
242,5265,Inactive,0,100.0,395.5,52.6,577.0,29,1,5,6,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F
243,1548887,Inactive,0,100.0,356.4,73.6,616.0,25,1,5,4,CC\\1=C(C2=C(/C1=C\\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O
244,3448,Inactive,0,100.0,140.14,50.4,210.0,10,2,3,0,C1CNCC2=C1C(=O)NO2
245,656665,Inactive,0,100.0,284.35,45.3,400.0,21,1,3,3,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43
246,24871267,Inactive,0,100.0,340.8,69.0,366.0,23,2,5,8,CCCCNC1=C2C=NN(C2=NC(=C1C(=O)OCC)C)CC.Cl
247,5387,Inactive,0,100.0,370.5,84.1,552.0,26,1,5,2,CC1=C2C(=CS1)C(=O)NC3=CC=CC=C3N2C(=O)CN4CCN(CC4)C
248,5426,Inactive,0,100.0,258.23,83.6,449.0,19,1,4,1,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
249,5702214,Inactive,0,100.0,364.9,84.1,443.0,23,2,5,8,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl
250,1123,Inactive,0,100.0,125.15,88.8,120.0,7,2,4,2,C(CS(=O)(=O)O)N
251,5454,Inactive,0,100.0,443.6,77.5,711.0,30,0,6,5,CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C
252,3117,Inactive,0,100.0,296.5,121.0,201.0,16,0,4,7,CCN(CC)C(=S)SSC(=S)N(CC)CC
253,5610,Inactive,0,100.0,137.18,46.2,87.3,10,2,2,2,C1=CC(=CC=C1CCN)O
254,5429,Inactive,0,100.0,180.16,67.2,267.0,13,1,3,0,CN1C=NC2=C1C(=O)NC(=O)N2C
255,864,Inactive,0,100.0,206.3,87.9,150.0,12,1,4,5,C1CSSC1CCCCC(=O)O
256,62935,Inactive,0,100.0,408.3,42.4,611.0,27,1,4,5,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl
257,2052,Inactive,0,100.0,186.17,88.0,313.0,14,2,4,1,C1=CC(=C(C=C1C=C(C#N)C#N)O)O
258,2061,Inactive,0,100.0,202.17,108.0,329.0,15,3,5,1,C1=C(C=C(C(=C1O)O)O)C=C(C#N)C#N
259,1359,Inactive,0,100.0,212.17,17.8,217.0,15,0,4,1,C1=CC=C(C(=C1)C(F)(F)F)N2C=CN=C2
260,8695,Inactive,0,100.0,300.82,41.6,249.0,20,2,4,9,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.Cl
261,5578,Inactive,0,100.0,290.32,106.0,307.0,21,2,7,5,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
262,54840,Inactive,0,100.0,291.8,21.3,237.0,20,2,2,6,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2.Cl
263,671690,Inactive,0,100.0,314.2,29.5,355.0,20,0,3,3,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CC(=CC(=C3)Cl)Cl
264,5452,Inactive,0,100.0,370.6,57.1,432.0,25,0,4,4,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC
265,5405,Inactive,0,100.0,471.7,43.7,582.0,35,2,3,9,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
266,5593,Inactive,0,100.0,284.35,53.4,310.0,21,1,3,6,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
267,5639,Inactive,0,100.0,387.5,68.4,588.0,28,1,6,7,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC
268,2435,Inactive,0,100.0,292.13,62.2,308.0,17,2,3,2,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br
269,2520,Inactive,0,100.0,454.6,64.0,606.0,33,0,6,13,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
270,5665,Inactive,0,100.0,129.16,63.3,112.0,9,2,3,4,C=CC(CCC(=O)O)N
271,2998,Inactive,0,100.0,293.4,58.6,283.0,21,2,3,10,CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
272,5707,Inactive,0,100.0,220.34,49.7,230.0,15,1,2,2,CC1=C(C(=CC=C1)C)NC2=NCCCS2
273,155774,Inactive,0,100.0,339.39,103.0,358.0,24,4,6,8,C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O
274,5282386,Inactive,0,100.0,280.83,24.4,302.0,19,2,1,3,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl
275,5723,Inactive,0,100.0,268.22,59.9,398.0,19,1,6,4,COC1=C(C=CC(=C1)C2=NNC(=O)C=C2)OC(F)F
276,6100,Inactive,0,100.0,414.4,65.6,349.0,24,0,3,3,CC[N+](C)(C)CC1=CC=CC=C1Br.CC1=CC=C(C=C1)S(=O)(=O)[O-]
277,31195,Inactive,0,100.0,288.85,121.0,206.0,13,2,6,2,C(P(=O)(O)[O-])(P(=O)(O)[O-])(Cl)Cl.[Na+].[Na+]
278,23663954,Inactive,0,100.0,275.23,66.2,339.0,20,0,4,3,C1=CC(=CN=C1)CC2=CC3=C(C=C2)OC(=C3)C(=O)[O-].[Na+]
279,71399,Inactive,0,100.0,445.9,103.0,542.0,31,2,7,4,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl.C(CC(=O)O)C(=O)O
280,23681233,Inactive,0,100.0,481.4,89.5,544.0,31,1,4,14,CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)C1=CC(=C(C=C1)Cl)Cl.[Na+]
281,60196260,Inactive,0,100.0,305.37,118.0,265.0,21,4,7,3,CC1(CCCC(N1C)(C)C)C.[C@H]([C@@H](C(=O)O)O)(C(=O)O)O
282,11953895,Inactive,0,100.0,297.95,139.0,119.0,17,2,14,0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.O.O.[Na+].[Na+].[Fe+4]
283,54670067,Inactive,0,100.0,176.12,107.0,232.0,12,4,6,2,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O
284,135445761,Inactive,0,100.0,172.61,36.5,125.0,11,1,3,1,C[N+]1=CC=CC=C1/C=N/O.[Cl-]
285,5284486,Active,53,0.0552512,284.4,20.2,523.0,21,1,1,1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@]2(C#C)O)CCC4=CCCC[C@H]34
286,5883,Inactive,0,100.0,420.3,35.5,426.0,26,0,4,7,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13.[Br-]
287,5892,Inactive,0,100.0,663.4,321.0,1120.0,44,7,18,11,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
288,3440,Inactive,0,100.0,330.74,131.0,481.0,21,3,7,5,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
289,4174,Inactive,0,100.0,226.27,42.8,275.0,17,0,3,3,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2
290,5905,Inactive,0,100.0,354.1,99.1,386.0,17,3,5,2,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)I)CO)O
291,45105092,Inactive,0,100.0,716.6,59.1,686.0,42,0,6,17,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC=C1[N+](C)(C)C)C(=O)OC2=CC=CC=C2[N+](C)(C)C.[Br-].[Br-]
292,4911,Inactive,0,100.0,285.36,83.1,374.0,19,1,5,7,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
293,5324,Inactive,0,100.0,214.25,133.0,307.0,14,3,4,2,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N
294,5995,Active,87,0.00422353,344.5,43.4,621.0,25,0,3,3,CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
295,5342,Inactive,0,100.0,404.5,76.9,571.0,29,0,4,6,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4
296,4993,Active,46,5.35378,248.71,77.8,243.0,17,2,4,2,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
297,6009,Inactive,0,100.0,231.29,26.8,343.0,17,0,3,2,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C
298,4055,Inactive,0,100.0,172.18,34.1,289.0,13,0,2,0,CC1=CC(=O)C2=CC=CC=C2C1=O
299,3759,Inactive,0,100.0,231.25,67.2,254.0,17,2,4,4,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2
300,938,Inactive,0,100.0,123.11,50.2,114.0,9,1,3,1,C1=CC(=CN=C1)C(=O)O
301,6047,Active,51,2.78822,197.19,104.0,209.0,14,4,5,3,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O
302,6048,Inactive,0,100.0,196.67,24.4,169.0,13,2,1,2,C1CN=C(N1)CC2=CC=CC=C2.Cl
303,60196261,Inactive,0,100.0,394.5,234.0,248.0,24,6,10,3,C1CCCN(CCC1)CCN=C(N)N.OS(=O)(=O)O.OS(=O)(=O)O
304,1349907,Inactive,0,100.0,114.17,47.4,119.0,7,1,1,0,CN1C=CNC1=S
305,2206,Inactive,0,100.0,188.23,23.6,267.0,14,0,2,1,CC1=CC(=O)N(N1C)C2=CC=CC=C2
306,6093,Inactive,0,100.0,214.2,119.0,268.0,14,1,5,1,C1CN(C(=O)N1)C2=NC=C(S2)[N+](=O)[O-]
307,2148,Inactive,0,100.0,194.19,92.4,222.0,14,3,4,3,C1=CC(=CC=C1C(=O)NCC(=O)O)N
308,6103,Inactive,0,100.0,168.58,52.0,155.0,11,1,3,0,C1=CC2=C(C=C1Cl)N=C(O2)N
309,4754,Inactive,0,100.0,179.22,38.3,162.0,13,1,2,3,CCOC1=CC=C(C=C1)NC(=O)C
310,6114,Inactive,0,100.0,195.69,26.3,138.0,12,0,3,4,CC(C[N+](C)(C)C)OC(=O)C.[Cl-]
311,6126,Inactive,0,100.0,389.5,74.8,426.0,27,0,4,2,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C.COS(=O)(=O)[O-]
312,6135,Inactive,0,100.0,455.34,216.0,312.0,29,8,12,6,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2.OP(=O)(O)O.OP(=O)(O)O
313,5333,Inactive,0,100.0,172.21,94.6,211.0,11,2,4,1,C1=CC(=CC=C1N)S(=O)(=O)N
314,2310,Inactive,0,100.0,155.19,46.2,182.0,11,1,2,1,CCC1(CC(=O)NC(=O)C1)C
315,54682468,Inactive,0,100.0,515.299,182.0,1010.0,34,7,9,2,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O.Cl
316,54704426,Inactive,0,100.0,480.9,182.0,971.0,33,7,9,2,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl
317,6166,Active,71,0.0875673,330.5,54.4,606.0,24,1,3,2,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C
318,5311498,Inactive,0,100.0,1355.4,476.0,3220.0,93,9,21,26,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]4([C@H]([C@@H]5[C@]6([C@@]([C@@H](/C(=C(/C7=N/C(=C\\C8=N/C(=C(\\C4=N5)/C)/[C@H](C8(C)C)CCC(=O)N)/[C@H]([C@]7(C)CC(=O)N)CCC(=O)N)\\C)/[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]
319,6231,Active,60,0.0036225,298.4,37.3,606.0,22,1,2,1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3CCC(=O)C4
320,5215,Inactive,0,100.0,250.28,106.0,327.0,17,2,6,3,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
321,6234,Inactive,0,100.0,102.09,64.4,92.9,7,2,3,0,C1[C@H](C(=O)NO1)N
322,3775,Inactive,0,100.0,353.5,43.1,419.0,26,1,1,8,CC(C)[N+](C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)C(C)C
323,5340,Inactive,0,100.0,255.3,122.0,320.0,16,2,6,3,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2
324,5775,Inactive,0,100.0,281.35,47.9,363.0,21,2,3,4,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
325,2315,Inactive,0,100.0,421.4,135.0,740.0,27,3,10,3,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2
326,6307,Inactive,0,100.0,289.74,110.0,436.0,18,3,5,2,CCC1NC2=CC(=C(C=C2C(=O)N1)S(=O)(=O)N)Cl
327,6461,Inactive,0,100.0,420.3,46.5,432.0,26,1,4,5,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.[Br-]
328,4994,Inactive,0,100.0,167.2,46.2,239.0,12,1,2,2,CCC1(C(=O)C=CNC1=O)CC
329,2732,Inactive,0,100.0,338.8,118.0,564.0,22,3,5,2,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O
330,3291,Inactive,0,100.0,141.17,46.2,188.0,10,1,2,1,CCC1(CC(=O)NC1=O)C
331,2955,Inactive,0,100.0,248.3,94.6,306.0,17,2,4,2,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N
332,6634,Inactive,0,100.0,284.72,106.0,365.0,18,2,6,3,C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl
333,5330,Inactive,0,100.0,280.31,116.0,376.0,19,2,7,4,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N
334,3828,Inactive,0,100.0,260.24,57.9,405.0,19,0,5,2,CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC
335,4760,Inactive,0,100.0,222.24,34.1,304.0,17,0,2,1,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O
336,6741,Active,58,0.0194938,374.5,94.8,754.0,27,3,5,2,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
337,192197,Inactive,0,100.0,270.4,40.5,235.0,20,2,2,5,CC[C@H](C1=CC=C(C=C1)O)[C@@H](CC)C2=CC=C(C=C2)O
338,667476,Inactive,0,100.0,266.3,40.5,318.0,20,2,2,3,C/C=C(/C(=C/C)/C1=CC=C(C=C1)O)\\C2=CC=C(C=C2)O
339,4806,Inactive,0,100.0,403.4,162.0,643.0,27,3,8,6,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)C(=O)O
340,3025,Inactive,0,100.0,343.5,54.5,387.0,25,1,4,10,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC
341,6839,Inactive,0,100.0,189.21,37.4,256.0,14,0,2,1,CN1C(=O)CC(C1=O)C2=CC=CC=C2
342,3292,Inactive,0,100.0,204.22,49.4,272.0,15,1,2,2,CCN1C(=O)C(NC1=O)C2=CC=CC=C2
343,4075,Inactive,0,100.0,153.14,83.6,160.0,11,3,4,1,C1=CC(=C(C=C1N)C(=O)O)O
344,5280567,Inactive,0,100.0,176.17,46.5,257.0,13,1,3,0,CC1=CC(=O)OC2=C1C=CC(=C2)O
345,644020,Inactive,0,100.0,234.38,6.5,263.0,17,0,2,0,C1CCN2C[C@@H]3C[C@H]([C@H]2C1)CN4[C@H]3CCCC4
346,2343,Inactive,0,100.0,431.9,161.0,739.0,26,2,7,5,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N
347,3293,Inactive,0,100.0,217.31,21.3,283.0,16,1,2,2,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C
348,3516,Inactive,0,100.0,198.22,58.9,151.0,14,2,4,5,COC1=CC=CC=C1OCC(CO)O
